id,run_id,target_id,platform,task_type,status,query,payload,session_alias,priority,attempts,leased_at,completed_at
ea8d5369-913c-44bf-ae5a-de66d26faa43,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,store_search,human_required,优立维,"{""task_id"": ""ea8d5369-913c-44bf-ae5a-de66d26faa43"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""store_search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""优立维"", ""generic_name"": ""硫酸氢氯吡格雷片"", ""spec"": null, ""shop_name"": ""阿里健康大药房"", ""product_id"": null, ""url"": null, ""query"": ""优立维"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""bc1b5923-0ebb-43ce-9e78-e9f93cbbb069"", ""target_brand"": ""优立维"", ""target_spec"": null, ""route"": ""shop_home"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""STORE_SEARCH|taobao|W00001|优立维""}}",taobao-p0,10,1,2026-07-20 09:39:32.700607,2026-07-20 09:39:32.705951
f9b332e6-db71-48f0-9548-e856c8ed06a7,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,store_search,human_required,依伦平,"{""task_id"": ""f9b332e6-db71-48f0-9548-e856c8ed06a7"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""store_search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""依伦平"", ""generic_name"": ""厄贝沙坦氢氯噻嗪片"", ""spec"": null, ""shop_name"": ""阿里健康大药房"", ""product_id"": null, ""url"": null, ""query"": ""依伦平"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""f84641b2-d406-4376-8a85-1e4b778c6989"", ""target_brand"": ""依伦平"", ""target_spec"": null, ""route"": ""shop_home"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""STORE_SEARCH|taobao|W00001|依伦平""}}",taobao-p0,10,1,2026-07-20 09:40:07.710535,2026-07-20 09:40:07.717745
49f74c73-983a-4498-9eb7-3b43eaae9fe3,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,store_search,succeeded,托妥,"{""task_id"": ""49f74c73-983a-4498-9eb7-3b43eaae9fe3"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""store_search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": ""百年传徽医药专营店"", ""product_id"": null, ""url"": null, ""query"": ""托妥"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""shop_home"", ""shop_home_url"": ""https://shop202802473.taobao.com/"", ""provider_id"": null, ""fixture_seed_key"": ""STORE_SEARCH|taobao|W00017|托妥""}}",taobao-p0,10,1,2026-07-20 09:38:48.563164,2026-07-20 09:38:57.697542
0dd5f42d-9879-4926-a378-5659aa611cf1,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,store_search,human_required,托妥,"{""task_id"": ""0dd5f42d-9879-4926-a378-5659aa611cf1"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""store_search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": ""阜胜堂医药专营店"", ""product_id"": null, ""url"": null, ""query"": ""托妥"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""shop_home"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""STORE_SEARCH|taobao|W00038|托妥""}}",taobao-p0,10,1,2026-07-20 09:38:13.546679,2026-07-20 09:38:13.557566
200d759d-2e39-4f8e-b75d-e8f02ef81bba,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,store_search,succeeded,葛泰,"{""task_id"": ""200d759d-2e39-4f8e-b75d-e8f02ef81bba"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""store_search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""葛泰"", ""generic_name"": ""地奥司明片"", ""spec"": null, ""shop_name"": ""云天下"", ""product_id"": null, ""url"": null, ""query"": ""葛泰"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""93fe971e-608a-4274-882b-422f49c87406"", ""target_brand"": ""葛泰"", ""target_spec"": null, ""route"": ""provider_profile"", ""shop_home_url"": null, ""provider_id"": ""5201"", ""fixture_seed_key"": ""STORE_SEARCH|yaoshibang|W00010|葛泰"", ""provider_resolution"": [{""shop_name"": ""云天下"", ""provider_id"": ""5201"", ""match_confidence"": ""exact"", ""evidence"": ""store_search:云天下; matched_provider:云天下"", ""shop_url"": ""https://dian.ysbang.cn/#/provider?providerId=5201"", ""platform"": ""yaoshibang""}]}}",yaoshibang-p0,10,1,2026-07-20 09:41:49.837581,2026-07-20 09:42:11.256651
a75bf792-2333-4f94-8f7e-05397eac4cb3,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,store_search,succeeded,优立维,"{""task_id"": ""a75bf792-2333-4f94-8f7e-05397eac4cb3"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""store_search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""优立维"", ""generic_name"": ""硫酸氢氯吡格雷片"", ""spec"": null, ""shop_name"": ""扶正药局"", ""product_id"": null, ""url"": null, ""query"": ""优立维"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""bc1b5923-0ebb-43ce-9e78-e9f93cbbb069"", ""target_brand"": ""优立维"", ""target_spec"": null, ""route"": ""provider_profile"", ""shop_home_url"": null, ""provider_id"": ""21288"", ""fixture_seed_key"": ""STORE_SEARCH|yaoshibang|W00019|优立维"", ""provider_resolution"": [{""shop_name"": ""扶正药局"", ""provider_id"": ""21288"", ""match_confidence"": ""exact"", ""evidence"": ""store_search:扶正药局; matched_provider:扶正药局"", ""shop_url"": ""https://dian.ysbang.cn/#/provider?providerId=21288"", ""platform"": ""yaoshibang""}]}}",yaoshibang-p0,10,1,2026-07-20 09:44:05.856067,2026-07-20 09:44:26.827464
13a16013-2ea8-4ca5-8f82-91770cfa6e7b,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,store_search,succeeded,依伦平,"{""task_id"": ""13a16013-2ea8-4ca5-8f82-91770cfa6e7b"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""store_search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""依伦平"", ""generic_name"": ""厄贝沙坦氢氯噻嗪片"", ""spec"": null, ""shop_name"": ""敬一堂"", ""product_id"": null, ""url"": null, ""query"": ""依伦平"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""f84641b2-d406-4376-8a85-1e4b778c6989"", ""target_brand"": ""依伦平"", ""target_spec"": null, ""route"": ""provider_profile"", ""shop_home_url"": null, ""provider_id"": ""9023"", ""fixture_seed_key"": ""STORE_SEARCH|yaoshibang|W06410|依伦平""}}",yaoshibang-p0,10,1,2026-07-20 09:40:48.491615,2026-07-20 09:41:05.749954
9418e4d0-ffdd-49a2-8c26-d6380ed351fa,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,store_search,succeeded,托妥,"{""task_id"": ""9418e4d0-ffdd-49a2-8c26-d6380ed351fa"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""store_search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": ""敬一堂"", ""product_id"": null, ""url"": null, ""query"": ""托妥"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""provider_profile"", ""shop_home_url"": null, ""provider_id"": ""9023"", ""fixture_seed_key"": ""STORE_SEARCH|yaoshibang|W06410|托妥""}}",yaoshibang-p0,10,1,2026-07-20 09:42:57.886292,2026-07-20 09:43:15.447366
9e7a7877-a607-4e12-a29d-ff1568b71bca,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,search,succeeded,优立维 硫酸氢氯吡格雷片,"{""task_id"": ""9e7a7877-a607-4e12-a29d-ff1568b71bca"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""优立维"", ""generic_name"": ""硫酸氢氯吡格雷片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""优立维 硫酸氢氯吡格雷片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""bc1b5923-0ebb-43ce-9e78-e9f93cbbb069"", ""target_brand"": ""优立维"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|taobao|优立维|brand_generic""}}",taobao-p0,20,1,2026-07-20 09:49:19.846435,2026-07-20 09:49:36.420631
1bba2145-2273-40ff-bd39-8732b7692808,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,search,succeeded,依伦平 厄贝沙坦氢氯噻嗪片,"{""task_id"": ""1bba2145-2273-40ff-bd39-8732b7692808"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""依伦平"", ""generic_name"": ""厄贝沙坦氢氯噻嗪片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""依伦平 厄贝沙坦氢氯噻嗪片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""f84641b2-d406-4376-8a85-1e4b778c6989"", ""target_brand"": ""依伦平"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|taobao|依伦平|brand_generic""}}",taobao-p0,20,1,2026-07-20 09:48:28.640051,2026-07-20 09:48:44.841259
dc5dcc16-9120-43e3-ae7b-7e8360807705,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,search,succeeded,托妥 瑞舒伐他汀钙片,"{""task_id"": ""dc5dcc16-9120-43e3-ae7b-7e8360807705"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""托妥 瑞舒伐他汀钙片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|taobao|托妥|brand_generic""}}",taobao-p0,20,1,2026-07-20 09:51:02.685908,2026-07-20 09:51:18.653058
c18de2e3-c5b5-42d6-aab8-721e045ee32a,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,taobao,search,succeeded,葛泰 地奥司明片,"{""task_id"": ""c18de2e3-c5b5-42d6-aab8-721e045ee32a"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""taobao"", ""task_type"": ""search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""葛泰"", ""generic_name"": ""地奥司明片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""葛泰 地奥司明片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""93fe971e-608a-4274-882b-422f49c87406"", ""target_brand"": ""葛泰"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|taobao|葛泰|brand_generic""}}",taobao-p0,20,1,2026-07-20 09:50:11.432278,2026-07-20 09:50:27.680128
fc190ad0-3874-42c0-a2dd-d5e789f0411e,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,search,succeeded,优立维 硫酸氢氯吡格雷片,"{""task_id"": ""fc190ad0-3874-42c0-a2dd-d5e789f0411e"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""优立维"", ""generic_name"": ""硫酸氢氯吡格雷片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""优立维 硫酸氢氯吡格雷片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""bc1b5923-0ebb-43ce-9e78-e9f93cbbb069"", ""target_brand"": ""优立维"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|yaoshibang|优立维|brand_generic""}}",yaoshibang-p0,20,1,2026-07-20 09:54:23.363034,2026-07-20 09:54:28.495076
53a58114-04ad-4aa6-80c4-d8166260790d,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,search,succeeded,依伦平 厄贝沙坦氢氯噻嗪片,"{""task_id"": ""53a58114-04ad-4aa6-80c4-d8166260790d"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""依伦平"", ""generic_name"": ""厄贝沙坦氢氯噻嗪片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""依伦平 厄贝沙坦氢氯噻嗪片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""f84641b2-d406-4376-8a85-1e4b778c6989"", ""target_brand"": ""依伦平"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|yaoshibang|依伦平|brand_generic""}}",yaoshibang-p0,20,1,2026-07-20 09:52:42.484010,2026-07-20 09:52:47.816498
442b82c9-62b3-4916-ac49-51d338a20189,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,search,succeeded,托妥 瑞舒伐他汀钙片,"{""task_id"": ""442b82c9-62b3-4916-ac49-51d338a20189"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""托妥 瑞舒伐他汀钙片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|yaoshibang|托妥|brand_generic""}}",yaoshibang-p0,20,1,2026-07-20 09:51:57.368863,2026-07-20 09:52:01.994738
e6e9a47c-10e3-4f67-a031-d1c7df4afbd3,023dbaa8-e0f3-40bf-83ec-89f521dd12c8,,yaoshibang,search,succeeded,葛泰 地奥司明片,"{""task_id"": ""e6e9a47c-10e3-4f67-a031-d1c7df4afbd3"", ""run_id"": ""023dbaa8-e0f3-40bf-83ec-89f521dd12c8"", ""platform"": ""yaoshibang"", ""task_type"": ""search"", ""session_alias"": ""yaoshibang-p0"", ""target_id"": null, ""drug_name"": ""葛泰"", ""generic_name"": ""地奥司明片"", ""spec"": null, ""shop_name"": null, ""product_id"": null, ""url"": null, ""query"": ""葛泰 地奥司明片"", ""fixed_tier"": null, ""priority"": 20, ""metadata"": {""drug_id"": ""93fe971e-608a-4274-882b-422f49c87406"", ""target_brand"": ""葛泰"", ""target_spec"": null, ""route"": ""global"", ""shop_home_url"": null, ""provider_id"": null, ""fixture_seed_key"": ""GLOBAL_SEARCH|yaoshibang|葛泰|brand_generic""}}",yaoshibang-p0,20,1,2026-07-20 09:53:29.048147,2026-07-20 09:53:34.964850
